#BTree Level p10cl2l10 p10cl2l20 p10cl2l50 p10cl2l100 p10cl2l200 p10cl2l300 p10cl2l500 p10cl3l10 p10cl3l20 p10cl3l50 p10cl3l100 p10cl3l200 p10cl3l300 p10cl3l500 p10cl4l10 p10cl4l20 p10cl4l50 p10cl4l100 p10cl4l200 p10cl4l300 p10cl4l500 p10cl2 p10cl3 p10cl4
50 4255.05 4256 4286.5 4219.8 4227.15 4246.95 4301.3 3842.7 3885.15 3871.75 3847.15 3887 3878.75 3842.6 3787.7 3820.65 3844.7 3857.45 3852.1 3905.9 4125.4 4461.3 3964.65 3943.8
100 3938 3970.2 3957.05 3911.45 3929.75 3991.25 3899.15 3758.95 3824.25 3822.95 3731.6 3781.3 3848.8 3826.35 3735.7 3715.6 3712.85 3879.05 3787.5 3777.65 4033.7 4242.75 3973.6 3906.45
500 3818.8 3813.35 3828.85 3807.2 3853.25 3854.8 3772.85 3646.85 3662.15 3700.35 3667.65 3690.05 3703.1 3668 3575.95 3610.4 3683.8 3747.7 3730.05 3747.5 3915.2 3898.6 3886.35 3847.5
