Pivots,Query Objects, Cluster Level, BTree degree, Range, Max Leaf Objects, Average, Standard Deviation
10,100,4,500,0.15,200,3730.05,82.51028723741058
10,100,4,50,0.15,300,3905.9,218.08551075209007
10,100,4,100,0.15,300,3777.65,49.472492356864336
10,100,4,500,0.15,300,3747.5,58.0572992826914
10,100,4,50,0.15,500,4125.4,167.8461795811868
10,100,4,100,0.15,500,4033.7,160.74672624971245
10,100,4,500,0.15,500,3915.2,153.77145378775606
20,100,2,50,0.15,10,4452.85,190.70822609420918
20,100,2,100,0.15,10,4457.8,159.1683385601546
20,100,2,500,0.15,10,4255.4,159.2194711710851
20,100,2,50,0.15,20,4482.85,122.8585670598514
20,100,2,100,0.15,20,4404.1,130.21977576389847
20,100,2,500,0.15,20,4311.55,187.03541776893488
20,100,2,50,0.15,50,4486.35,127.39594773775185
20,100,2,100,0.15,50,4456.75,118.0825452808331
20,100,2,500,0.15,50,4256.9,117.95842487927685
20,100,2,50,0.15,100,4499.8,132.77710646041356
20,100,2,100,0.15,100,4387.8,154.780683549337
20,100,2,500,0.15,100,4267.8,147.99547290373445
20,100,2,50,0.15,200,4487.85,150.8205141882231
20,100,2,100,0.15,200,4424.55,147.7587476259866
20,100,2,500,0.15,200,4299.65,151.6252864795315
20,100,2,50,0.15,300,4513.2,107.41862035978679
20,100,2,100,0.15,300,4432.1,177.90556483707866
20,100,2,500,0.15,300,4326.25,183.49873977768894
20,100,2,50,0.15,500,4480.05,122.93594877008108
20,100,2,100,0.15,500,4358.8,131.80045523441868
20,100,2,500,0.15,500,4292.55,133.74770091481946
20,100,3,50,0.15,10,4100.95,179.51809797343554
20,100,3,100,0.15,10,4102.7,164.59225376669463
20,100,3,500,0.15,10,4055.8,168.70465316641386
20,100,3,50,0.15,20,4149.7,152.92713951421442
20,100,3,100,0.15,20,4102.15,158.12725097212055
20,100,3,500,0.15,20,4035.15,149.06450784811253
20,100,3,50,0.15,50,4212.2,178.24606587523888
20,100,3,100,0.15,50,4151.3,190.39934348626312
20,100,3,500,0.15,50,4053.6,138.74018884231057
20,100,3,50,0.15,100,4199.8,132.39735646907758
20,100,3,100,0.15,100,4152.9,170.6317379621974
20,100,3,500,0.15,100,4098.2,139.3544401876022
20,100,3,50,0.15,200,4345,121.57836978673468
20,100,3,100,0.15,200,4221.9,154.71874482427785
20,100,3,500,0.15,200,4181.9,148.2231088595837
20,100,3,50,0.15,300,4376.2,112.47737550280945
20,100,3,100,0.15,300,4311.4,152.6595558751564
20,100,3,500,0.15,300,4185.85,115.76107938335751
20,100,3,50,0.15,500,4468.4,72.49234442339412
20,100,3,100,0.15,500,4410.55,168.39461838194237
20,100,3,500,0.15,500,4367.35,71.19710317140719
20,100,4,50,0.15,10,4200.5,145.24444911940697
20,100,4,100,0.15,10,4112.95,162.33375342176993
20,100,4,500,0.15,10,4050.65,150.17465665018182
20,100,4,50,0.15,20,4137.05,145.3954865186674
20,100,4,100,0.15,20,4096.1,144.31351288081098
20,100,4,500,0.15,20,4128.1,132.41710614569402
20,100,4,50,0.15,50,4155,274.14065732758434
20,100,4,100,0.15,50,4061.6,152.75090834427138
20,100,4,500,0.15,50,4038.15,132.4942545924162
20,100,4,50,0.15,100,4189.8,217.01857063394368
20,100,4,100,0.15,100,4158.1,121.21546930982035
20,100,4,500,0.15,100,4109.5,135.3353242874897
20,100,4,50,0.15,200,4268.85,140.62690887593314
20,100,4,100,0.15,200,4252.55,156.80799565073204
20,100,4,500,0.15,200,4214.75,162.10332353162906
20,100,4,50,0.15,300,4351.45,117.61525198714664
20,100,4,100,0.15,300,4276.35,131.7172255249859
20,100,4,500,0.15,300,4294.9,180.27198895003073
20,100,4,50,0.15,500,4350.9,107.20303167354923
20,100,4,100,0.15,500,4318.95,118.61976015824682
20,100,4,500,0.15,500,4228.9,117.92238973155183
30,100,2,50,0.15,10,4664.85,228.891300621059
30,100,2,100,0.15,10,4555.05,203.8125302821198
30,100,2,500,0.15,10,4399.85,209.52023171999406
30,100,2,50,0.15,20,4568.7,175.85081745616083
30,100,2,100,0.15,20,4560.25,188.29893122373267
30,100,2,500,0.15,20,4397.7,211.93940171662277
30,100,2,50,0.15,50,4649.65,210.18664919542346
30,100,2,100,0.15,50,4611.55,177.50168309061183
30,100,2,500,0.15,50,4360.75,177.85158841011233
30,100,2,50,0.15,100,4573.3,201.17358176460448
30,100,2,100,0.15,100,4494.4,188.78146095419433
30,100,2,500,0.15,100,4458.85,237.30871770754652
30,100,2,50,0.15,200,4619.75,198.03834855906067
30,100,2,100,0.15,200,4591.95,175.0738344242223
30,100,2,500,0.15,200,4475.35,183.5527921334895
30,100,2,50,0.15,300,4554.55,206.421044227569
30,100,2,100,0.15,300,4588.6,166.91177310183966
30,100,2,500,0.15,300,4511.2,254.02531369924534
30,100,2,50,0.15,500,4622.85,183.41217925754003
30,100,2,100,0.15,500,4477.55,174.4034044965866
30,100,2,500,0.15,500,4404.45,182.75406288233376
30,100,3,50,0.15,10,4384.8,205.85859224234486
30,100,3,100,0.15,10,4353.9,174.684544250486
30,100,3,500,0.15,10,4265.1,203.15484242321176
30,100,3,50,0.15,20,4329,171.2337583538947
30,100,3,100,0.15,20,4351.6,171.14099450453128
30,100,3,500,0.15,20,4247,131.71028813270433
30,100,3,50,0.15,50,4436.25,324.48572772927935
30,100,3,100,0.15,50,4336.05,125.13891281292162
30,100,3,500,0.15,50,4332,169.9158615315239
30,100,3,50,0.15,100,4436.45,221.1220194824568
30,100,3,100,0.15,100,4371.45,197.23373823968353
30,100,3,500,0.15,100,4288.55,170.46069194978648
30,100,3,50,0.15,200,4548.4,205.65198759068682
30,100,3,100,0.15,200,4505.7,190.61036173303904
30,100,3,500,0.15,200,4411.1,175.20242578229332
30,100,3,50,0.15,300,4569.15,199.404181250043
30,100,3,100,0.15,300,4512.95,188.60818513521622
30,100,3,500,0.15,300,4437.05,175.2804823703997
30,100,3,50,0.15,500,4726.65,174.4629688501259
30,100,3,100,0.15,500,4590.5,173.1142686204693
30,100,3,500,0.15,500,4673.15,200.08829925810255
30,100,4,50,0.15,10,4378.1,184.16375864974086
30,100,4,100,0.15,10,4438.75,181.4893591922127
30,100,4,500,0.15,10,4337.6,188.40047770640072
30,100,4,50,0.15,20,4443.1,202.91054679340846
30,100,4,100,0.15,20,4417.35,207.80357913183306
30,100,4,500,0.15,20,4335.45,162.91576811346408
30,100,4,50,0.15,50,4369.6,170.60082063108607
30,100,4,100,0.15,50,4398.5,197.20687107704944
30,100,4,500,0.15,50,4373.35,172.91075009958172
30,100,4,50,0.15,100,4484.15,272.0697107360538
30,100,4,100,0.15,100,4477.25,172.49981884048458
30,100,4,500,0.15,100,4382.85,157.81992111264026
30,100,4,50,0.15,200,4604.7,172.31572766291532
30,100,4,100,0.15,200,4625.75,185.16313753012503
30,100,4,500,0.15,200,4474.45,138.60500532087576
30,100,4,50,0.15,300,4557.7,198.5288644001169
30,100,4,100,0.15,300,4525.65,169.58545780815052
30,100,4,500,0.15,300,4442.85,179.21921632458947
30,100,4,50,0.15,500,4719.6,191.6195188387655
30,100,4,100,0.15,500,4738.55,191.83494858862397
30,100,4,500,0.15,500,4663.65,147.09258139008915
50,100,2,50,0.15,10,4169.6,165.88562324686248
50,100,2,100,0.15,10,4191.45,190.6146570964573
50,100,2,500,0.15,10,4102.05,132.44337469273427
50,100,2,50,0.15,20,4172.1,153.17470417794186
50,100,2,100,0.15,20,4107.05,146.9991411539537
50,100,2,500,0.15,20,4040.75,108.2376436365833
50,100,2,50,0.15,50,4135.45,143.0029632560109
50,100,2,100,0.15,50,4098.25,127.61107906447621
50,100,2,500,0.15,50,4064.2,137.4342024388398
50,100,2,50,0.15,100,4122.35,135.17628305290836
50,100,2,100,0.15,100,4094.9,153.376953940284
50,100,2,500,0.15,100,4039.25,108.83330142929599
50,100,2,50,0.15,200,4081.85,103.46510281249422
50,100,2,100,0.15,200,4060.05,128.93001008299038
50,100,2,500,0.15,200,4101.75,128.2181246938201
50,100,2,50,0.15,300,4152.05,162.91515429818062
50,100,2,100,0.15,300,4102.8,136.89397357078946
50,100,2,500,0.15,300,4141.25,169.72503498305724
50,100,2,50,0.15,500,4123.5,108.43177578551409
50,100,2,100,0.15,500,4106.95,144.24336206564237
50,100,2,500,0.15,500,4062.65,104.01455427006357
50,100,3,50,0.15,10,4095.1,138.20633125873792
50,100,3,100,0.15,10,4097.9,145.2363246574355
50,100,3,500,0.15,10,4067.95,127.84462249152288
50,100,3,50,0.15,20,4068.65,140.09649353213663
50,100,3,100,0.15,20,4108.75,155.95732589397653
50,100,3,500,0.15,20,4032.05,113.81277388764408
50,100,3,50,0.15,50,4069.95,122.59831768829457
50,100,3,100,0.15,50,4069.6,130.43136125947623
50,100,3,500,0.15,50,3987.2,72.50765476830705
50,100,3,50,0.15,100,4182.95,158.69545519642332
50,100,3,100,0.15,100,4099.55,123.41250949559368
50,100,3,500,0.15,100,4065.2,110.18194044397657
50,100,3,50,0.15,200,4222.4,148.5198303257851
50,100,3,100,0.15,200,4211.55,148.67430006561324
50,100,3,500,0.15,200,4238.65,204.9629905617109
50,100,3,50,0.15,300,4193.95,140.57292591391843
50,100,3,100,0.15,300,4108.1,94.46793106657941
50,100,3,500,0.15,300,4112.7,102.03043663534916
50,100,3,50,0.15,500,4226.05,89.92634486066918
50,100,3,100,0.15,500,4253.9,136.05583412702302
50,100,3,500,0.15,500,4175.6,73.85959653288123
50,100,4,50,0.15,10,4333.95,120.6397426224045
50,100,4,100,0.15,10,4434.35,220.85182249644217
50,100,4,500,0.15,10,4393.65,160.6699334038575
50,100,4,50,0.15,20,4312.55,140.5771940963398
50,100,4,100,0.15,20,4371.1,136.15208408247008
50,100,4,500,0.15,20,4231.55,49.916405118958636
50,100,4,50,0.15,50,4206.65,124.31060895997574
50,100,4,100,0.15,50,4185.9,102.8143472478428
50,100,4,500,0.15,50,4250.9,243.22806170341448
50,100,4,50,0.15,100,4108.1,100.75857283626044
50,100,4,100,0.15,100,4126.2,144.64736430367475
50,100,4,500,0.15,100,4058.95,80.47948496356075
50,100,4,50,0.15,200,4218.65,83.5956189043421
50,100,4,100,0.15,200,4243.85,108.77374453423951
50,100,4,500,0.15,200,4264.8,130.45520303920424
50,100,4,50,0.15,300,4160.45,96.64029956493306
50,100,4,100,0.15,300,4183.2,129.07695379113966
50,100,4,500,0.15,300,4087.5,62.874080510175254
50,100,4,50,0.15,500,4292.75,146.14337993901742
50,100,4,100,0.15,500,4198.3,113.76471333414416
50,100,4,500,0.15,500,4213.05,103.48404466389977
10,100,2,50,0.15,null,4461.3,144.79540738573166
10,100,2,100,0.15,null,4242.75,197.02077936095978
10,100,2,500,0.15,null,3898.6,57.3187578372037
10,100,3,50,0.15,null,3964.65,67.99505496725479
10,100,3,100,0.15,null,3973.6,104.6519947253754
10,100,3,500,0.15,null,3886.35,98.7356445261791
10,100,4,50,0.15,null,3943.8,119.77921355560822
10,100,4,100,0.15,null,3906.45,130.4187390676662
10,100,4,500,0.15,null,3847.5,88.8901006861844
20,100,2,50,0.15,null,4637.9,76.10906647699734
20,100,2,100,0.15,null,4561.3,310.63291841013887
20,100,2,500,0.15,null,4270.95,128.38086890187338
20,100,3,50,0.15,null,4333.4,172.65931773292746
20,100,3,100,0.15,null,4214.7,217.6010340048962
20,100,3,500,0.15,null,4167.2,165.95439132484563
20,100,4,50,0.15,null,4277.9,170.11875264061865
20,100,4,100,0.15,null,4296,216.79298881652053
20,100,4,500,0.15,null,4174.9,149.62884080283453
30,100,2,50,0.15,null,4744.85,179.43335113629237
30,100,2,100,0.15,null,4627.05,224.46457961112708
30,100,2,500,0.15,null,4538.55,165.09920502534226
30,100,3,50,0.15,null,4529.05,228.6025973168284
30,100,3,100,0.15,null,4410.1,145.12577303842346
30,100,3,500,0.15,null,4396,184.01874904476446
30,100,4,50,0.15,null,4647.05,223.46710608051467
30,100,4,100,0.15,null,4581.8,208.00855751627142
30,100,4,500,0.15,null,4426.95,194.07098572429626
50,100,2,50,0.15,null,4213.25,189.77931262390007
50,100,2,100,0.15,null,4148.5,171.35329001802097
50,100,2,500,0.15,null,4149.35,154.6917176192701
50,100,3,50,0.15,null,4184.85,184.846767621184
50,100,3,100,0.15,null,4197.95,201.84832795938638
50,100,3,500,0.15,null,4202.3,161.9821286438723
50,100,4,50,0.15,null,4737.3,157.78501196248013
50,100,4,100,0.15,null,4684.2,155.55114914393914
50,100,4,500,0.15,null,4713.95,149.2174503870107
