Pivots,Query Objects, Cluster Level, BTree degree, Range, Max Leaf Objects, Average, Standard Deviation
20,100,3,500,0.15,300,4490.6,99.736853770309
20,100,3,50,0.15,500,4665.7,73.54121293533308
20,100,3,100,0.15,500,4667.9,93.74054619000255
20,100,3,500,0.15,500,4595.2,77.98371624897085
20,100,4,50,0.15,10,4429.7,141.61994915971408
20,100,4,100,0.15,10,4384.1,135.0492132520586
20,100,4,500,0.15,10,4389.25,95.69841952717924
20,100,4,50,0.15,20,4468.85,132.9591196571337
20,100,4,100,0.15,20,4380.95,132.38144696293358
20,100,4,500,0.15,20,4364.15,122.68874235234462
20,100,4,50,0.15,50,4427.8,127.71906670501473
20,100,4,100,0.15,50,4419.25,137.54231167171795
20,100,4,500,0.15,50,4401.85,111.50797056713031
20,100,4,50,0.15,100,4492.75,112.85471855443174
20,100,4,100,0.15,100,4517.4,90.4126097400136
20,100,4,500,0.15,100,4397.45,118.52530320568684
20,100,4,50,0.15,200,4547.65,42.69926814361108
20,100,4,100,0.15,200,4541.3,86.24447808410693
20,100,4,500,0.15,200,4456.1,72.02006664812245
20,100,4,50,0.15,300,4620.25,78.83646047356515
20,100,4,100,0.15,300,4567.65,81.7889203987924
20,100,4,500,0.15,300,4530.45,79.99779684466317
20,100,4,50,0.15,500,4634.45,67.22906737416488
20,100,4,100,0.15,500,4598.15,72.01754994444063
20,100,4,500,0.15,500,4523.6,66.29736043011064
30,100,2,50,0.15,10,4928.3,181.66125068379333
30,100,2,100,0.15,10,4908.25,184.5098574602452
30,100,2,500,0.15,10,4834.5,184.26163463944414
30,100,2,50,0.15,20,4960.4,236.4217418089969
30,100,2,100,0.15,20,4994.95,168.42994834648616
30,100,2,500,0.15,20,4791.05,197.87381711585795
30,100,2,50,0.15,50,4930.95,181.6638310176244
30,100,2,100,0.15,50,4921.6,149.72655075169533
30,100,2,500,0.15,50,4819,178.19567895995684
30,100,2,50,0.15,100,4986.35,199.18038934593937
30,100,2,100,0.15,100,4855.3,149.97569803138106
30,100,2,500,0.15,100,4781.95,165.6389069633098
30,100,2,50,0.15,200,5043.55,186.7033676718232
30,100,2,100,0.15,200,4912.4,209.78021832384482
30,100,2,500,0.15,200,4727.95,140.26598839348048
30,100,2,50,0.15,300,4928.1,186.39498383808507
30,100,2,100,0.15,300,4901.15,206.42826235765295
30,100,2,500,0.15,300,4797.7,191.35467070338262
30,100,2,50,0.15,500,4932.35,184.7753433226414
30,100,2,100,0.15,500,4806.05,154.03651352844884
30,100,2,500,0.15,500,4782.6,163.07556530639408
30,100,3,50,0.15,10,4730.05,202.5506047880381
30,100,3,100,0.15,10,4765.55,159.25026687575755
30,100,3,500,0.15,10,4616.85,158.16076473006825
30,100,3,50,0.15,20,4714.3,172.5778375110779
30,100,3,100,0.15,20,4662.05,180.47893921452442
30,100,3,500,0.15,20,4618.75,163.13548816857724
30,100,3,50,0.15,50,4755.75,211.96482609150038
30,100,3,100,0.15,50,4676.45,156.7260268749259
30,100,3,500,0.15,50,4624.65,159.87503713838507
30,100,3,50,0.15,100,4787.25,186.8052127217011
30,100,3,100,0.15,100,4742,179.9713866146505
30,100,3,500,0.15,100,4735.35,176.99781778315798
30,100,3,50,0.15,200,4908.7,208.72999305322654
30,100,3,100,0.15,200,4848.55,151.25590071134414
30,100,3,500,0.15,200,4784.5,149.41837236431135
30,100,3,50,0.15,300,4932.15,142.38584023701233
30,100,3,100,0.15,300,4902.55,165.07709562504422
30,100,3,500,0.15,300,4847.1,147.172993446488
30,100,3,50,0.15,500,5073.6,150.53052846515885
30,100,3,100,0.15,500,4996.95,148.89777533596666
30,100,3,500,0.15,500,5033.1,180.5903928784696
30,100,4,50,0.15,10,4836.4,155.14457773315831
30,100,4,100,0.15,10,4728.55,124.57827860425749
30,100,4,500,0.15,10,4712.65,149.70580316073256
30,100,4,50,0.15,20,4878.2,172.27350347630363
30,100,4,100,0.15,20,4857,186.2997584539497
30,100,4,500,0.15,20,4791.35,149.79862315789154
30,100,4,50,0.15,50,4812.2,181.99329657984657
30,100,4,100,0.15,50,4769.3,163.6007640568955
30,100,4,500,0.15,50,4753.45,145.84220068279276
30,100,4,50,0.15,100,4929.9,160.0137181619126
30,100,4,100,0.15,100,4884.4,163.21623693738317
30,100,4,500,0.15,100,4830.8,152.04854487958772
30,100,4,50,0.15,200,4936.35,113.6900501363246
30,100,4,100,0.15,200,5003,151.0476745931562
30,100,4,500,0.15,200,4928.15,129.457048861775
30,100,4,50,0.15,300,4953.65,176.14064692739151
30,100,4,100,0.15,300,4907.6,212.3636974626313
30,100,4,500,0.15,300,4789.9,134.89473673942953
30,100,4,50,0.15,500,5180.3,173.12772741533922
30,100,4,100,0.15,500,5161.65,163.6814818481309
30,100,4,500,0.15,500,5059.25,124.32653578379798
50,100,2,50,0.15,10,4660,240.24882934158077
50,100,2,100,0.15,10,4580.75,189.3979606542795
50,100,2,500,0.15,10,4584.3,164.80901067599427
50,100,2,50,0.15,20,4594.65,171.44948964636785
50,100,2,100,0.15,20,4662.8,260.3174216221419
50,100,2,500,0.15,20,4521.1,148.53481073472307
50,100,2,50,0.15,50,4679.75,201.20980965151773
50,100,2,100,0.15,50,4580.35,159.75114240593086
50,100,2,500,0.15,50,4592.55,208.78948129635268
50,100,2,50,0.15,100,4622.05,206.3859188510689
50,100,2,100,0.15,100,4633.85,182.28776014861776
50,100,2,500,0.15,100,4580.2,202.50027160475614
50,100,2,50,0.15,200,4629.8,187.4842926754132
50,100,2,100,0.15,200,4612.65,162.38450511055544
50,100,2,500,0.15,200,4594.45,220.56642423542166
50,100,2,50,0.15,300,4676,207.60804416014327
50,100,2,100,0.15,300,4609.35,203.5839568826581
50,100,2,500,0.15,300,4536.5,147.21837521179208
50,100,2,50,0.15,500,4683.9,231.19059236915328
50,100,2,100,0.15,500,4599.65,189.64474023816217
50,100,2,500,0.15,500,4594.55,202.55677599132545
50,100,3,50,0.15,10,4674,215.66107669210965
50,100,3,100,0.15,10,4556.95,151.9800891564418
50,100,3,500,0.15,10,4572.8,160.7664766050435
50,100,3,50,0.15,20,4584.6,205.2392262702235
50,100,3,100,0.15,20,4583.35,166.23094627655826
50,100,3,500,0.15,20,4605.2,182.12594543337312
50,100,3,50,0.15,50,4529.5,159.18087196645206
50,100,3,100,0.15,50,4530.3,167.45688997470364
50,100,3,500,0.15,50,4518.45,195.44781272759232
50,100,3,50,0.15,100,4635.6,163.65188663745982
50,100,3,100,0.15,100,4641.2,184.54419524872625
50,100,3,500,0.15,100,4533.8,127.10570404195084
50,100,3,50,0.15,200,4806.65,199.60918691282723
50,100,3,100,0.15,200,4761.75,215.07344675714853
50,100,3,500,0.15,200,4738.65,202.1772180538648
50,100,3,50,0.15,300,4637.6,171.78661181826715
50,100,3,100,0.15,300,4618.8,145.83915797891868
50,100,3,500,0.15,300,4704.35,159.08685520809064
50,100,3,50,0.15,500,4837.4,191.0019371629513
50,100,3,100,0.15,500,4791.2,205.6816958312042
50,100,3,500,0.15,500,4829.2,199.75424901613482
50,100,4,50,0.15,10,4840.65,143.36815371622808
50,100,4,100,0.15,10,4858.7,158.72589580783597
50,100,4,500,0.15,10,4846.75,174.2001363374897
50,100,4,50,0.15,20,4783.9,167.7620040414396
50,100,4,100,0.15,20,4801.8,195.90803965126088
50,100,4,500,0.15,20,4759.9,153.42877826535673
50,100,4,50,0.15,50,4740.35,205.55297978866665
50,100,4,100,0.15,50,4745.35,179.57847170526873
50,100,4,500,0.15,50,4721.4,194.50691504417009
50,100,4,50,0.15,100,4688.65,187.22533882997783
50,100,4,100,0.15,100,4570.6,148.52185024433274
50,100,4,500,0.15,100,4569.25,146.44994878797328
50,100,4,50,0.15,200,4836.55,197.59920925955146
50,100,4,100,0.15,200,4859.3,171.57100570900667
50,100,4,500,0.15,200,4730.95,134.32217799008473
50,100,4,50,0.15,300,4779.05,174.93669569304205
50,100,4,100,0.15,300,4726,189.9018167369654
50,100,4,500,0.15,300,4766.9,177.27997630866267
50,100,4,50,0.15,500,4842.5,196.99124346021068
50,100,4,100,0.15,500,4771.05,189.01335270292415
50,100,4,500,0.15,500,4789.05,198.2582848205845
10,100,2,50,0.15,null,4554.95,168.68742543532994
10,100,2,100,0.15,null,4346.6,164.8506596893079
10,100,2,500,0.15,null,4013.2,122.94942049477093
10,100,3,50,0.15,null,4044.9,87.25531502435825
10,100,3,100,0.15,null,4026.7,107.17653661133112
10,100,3,500,0.15,null,3974.45,87.9792447114659
10,100,4,50,0.15,null,4020.55,89.10413851219258
10,100,4,100,0.15,null,3998.05,132.5286667102631
10,100,4,500,0.15,null,3932.05,107.19910214176235
20,100,2,50,0.15,null,4811.85,64.73582856502263
20,100,2,100,0.15,null,4764.55,51.68508005217753
20,100,2,500,0.15,null,4680.25,70.80386641985027
20,100,3,50,0.15,null,4555.7,145.39157472150853
20,100,3,100,0.15,null,4582.1,142.58818324110874
20,100,3,500,0.15,null,4445.4,140.2531283073572
20,100,4,50,0.15,null,4520,138.02572224045778
20,100,4,100,0.15,null,4553.1,127.6490893034494
20,100,4,500,0.15,null,4520.15,109.49807075926041
30,100,2,50,0.15,null,5038.7,191.5145164210797
30,100,2,100,0.15,null,4939.35,135.17295402557423
30,100,2,500,0.15,null,4977.15,172.73224221320118
30,100,3,50,0.15,null,4800.7,204.44390428672605
30,100,3,100,0.15,null,4808.75,193.21823801080475
30,100,3,500,0.15,null,4751.9,168.46747460563418
30,100,4,50,0.15,null,4890.25,178.49198161262035
30,100,4,100,0.15,null,4977.45,332.18857219958664
30,100,4,500,0.15,null,4875.25,159.55966752284237
50,100,2,50,0.15,null,4696,253.38764768630693
50,100,2,100,0.15,null,4644.45,159.7095723493116
50,100,2,500,0.15,null,4614.05,200.65454766837456
50,100,3,50,0.15,null,4740.8,229.6119770395264
50,100,3,100,0.15,null,4742.25,218.34740094629018
50,100,3,500,0.15,null,4674.7,198.10731940036945
50,100,4,50,0.15,null,5044.15,141.5525609093668
50,100,4,100,0.15,null,5201.95,189.74469030779227
50,100,4,500,0.15,null,5032.25,150.63760320716736
