Pivots,Query Objects, Cluster Level, BTree degree, Range, Max Leaf Objects, Average, Standard Deviation
30,100,4,50,0.15,10,4556.75,201.66826101298142
30,100,4,100,0.15,10,4438.45,160.66999564324385
30,100,4,500,0.15,10,4390,234.22297069245792
30,100,4,50,0.15,20,4452.9,131.2371517520858
30,100,4,100,0.15,20,4520.15,169.03380579043946
30,100,4,500,0.15,20,4465.1,183.51318753702688
30,100,4,50,0.15,50,4484.15,174.9743624077539
30,100,4,100,0.15,50,4476.3,187.04868350245076
30,100,4,500,0.15,50,4440.05,178.1177910821937
30,100,4,50,0.15,100,4605.15,194.86643502666126
30,100,4,100,0.15,100,4509.2,227.14237825645836
30,100,4,500,0.15,100,4496.85,224.63532113182913
30,100,4,50,0.15,200,4640.9,201.09547483720263
30,100,4,100,0.15,200,4559.8,158.93287891433917
30,100,4,500,0.15,200,4500.05,164.35981108531368
30,100,4,50,0.15,300,4579.45,178.7661810857971
30,100,4,100,0.15,300,4470,152.85646862334613
30,100,4,500,0.15,300,4540.7,190.63842739594764
30,100,4,50,0.15,500,4719.9,179.55943305769262
30,100,4,100,0.15,500,4706.25,194.63603854373937
30,100,4,500,0.15,500,4716.15,170.40929405405095
50,100,2,50,0.15,10,4340.2,186.3543935623735
50,100,2,100,0.15,10,4302.3,222.24313262730976
50,100,2,500,0.15,10,4269.1,204.92166796119926
50,100,2,50,0.15,20,4371.2,201.04715864692045
50,100,2,100,0.15,20,4244.45,191.73040317070217
50,100,2,500,0.15,20,4252.25,211.78830822309337
50,100,2,50,0.15,50,4376.85,205.93282278451875
50,100,2,100,0.15,50,4342.9,181.8490857826896
50,100,2,500,0.15,50,4370.6,256.8693052896745
50,100,2,50,0.15,100,4373.35,294.1479687164268
50,100,2,100,0.15,100,4331.6,191.3273111711969
50,100,2,500,0.15,100,4265.75,173.28383507990583
50,100,2,50,0.15,200,4429.9,177.90219222932583
50,100,2,100,0.15,200,4408.65,338.14660651853364
50,100,2,500,0.15,200,4208.9,150.21847423003604
50,100,2,50,0.15,300,4361.55,213.7869207879659
50,100,2,100,0.15,300,4310.45,194.77743067409017
50,100,2,500,0.15,300,4290.8,205.57932775451914
50,100,2,50,0.15,500,4245.15,179.6090963732071
50,100,2,100,0.15,500,4315.45,200.37476762307173
50,100,2,500,0.15,500,4248.6,192.10866716522708
50,100,3,50,0.15,10,4283.7,155.2794577527884
50,100,3,100,0.15,10,4358.55,326.63473100697666
50,100,3,500,0.15,10,4336.1,258.89378130808785
50,100,3,50,0.15,20,4325.85,183.2024222001445
50,100,3,100,0.15,20,4298.6,183.5558225717724
50,100,3,500,0.15,20,4185.4,138.28933436820063
50,100,3,50,0.15,50,4241.3,205.68959623665947
50,100,3,100,0.15,50,4267.4,204.3282652987589
50,100,3,500,0.15,50,4322.55,186.24163739615264
50,100,3,50,0.15,100,4251.3,173.1346585753413
50,100,3,100,0.15,100,4266.75,175.46563053772098
50,100,3,500,0.15,100,4314.7,174.38179377446488
50,100,3,50,0.15,200,4339.55,107.54788468398624
50,100,3,100,0.15,200,4359.65,137.51555366575812
50,100,3,500,0.15,200,4423.6,184.54955973938274
50,100,3,50,0.15,300,4429.55,227.52988265280675
50,100,3,100,0.15,300,4331.7,185.16373835068248
50,100,3,500,0.15,300,4264.1,145.62585622065885
50,100,3,50,0.15,500,4420.9,193.83469761629365
50,100,3,100,0.15,500,4389.95,133.8781068733794
50,100,3,500,0.15,500,4563.4,181.4156553332705
50,100,4,50,0.15,10,4473.6,180.11479672697632
50,100,4,100,0.15,10,4516.6,195.2893750310037
50,100,4,500,0.15,10,4549.05,205.98288157028972
50,100,4,50,0.15,20,4540,163.6502367856521
50,100,4,100,0.15,20,4533.1,191.21006772657134
50,100,4,500,0.15,20,4545.25,202.68593315768118
50,100,4,50,0.15,50,4404.65,184.04816625003357
50,100,4,100,0.15,50,4359.7,154.15450042084402
50,100,4,500,0.15,50,4497.5,202.9720424097861
50,100,4,50,0.15,100,4313.7,176.56191548575813
50,100,4,100,0.15,100,4288.15,170.42191026977721
50,100,4,500,0.15,100,4314.5,171.23945222991108
50,100,4,50,0.15,200,4498.75,216.09022999663821
50,100,4,100,0.15,200,4466.3,154.50634291186884
50,100,4,500,0.15,200,4487.6,155.29243381440062
50,100,4,50,0.15,300,4431.15,200.12827761213555
50,100,4,100,0.15,300,4401.35,175.07263492619285
50,100,4,500,0.15,300,4389.25,169.41601901827346
50,100,4,50,0.15,500,4609.65,223.43148278611054
50,100,4,100,0.15,500,4527.1,226.85609976370483
50,100,4,500,0.15,500,4499.7,155.60465931327377
10,100,2,50,0.15,null,4047.45,180.24024938953008
10,100,2,100,0.15,null,3978.85,130.98560035362667
10,100,2,500,0.15,null,3870.25,137.10538829674056
10,100,3,50,0.15,null,3866.4,131.27962522798427
10,100,3,100,0.15,null,3847.45,159.6046600196874
10,100,3,500,0.15,null,3780.1,147.70101556861414
10,100,4,50,0.15,null,3799.9,153.42388992591734
10,100,4,100,0.15,null,3774.9,189.47134347969353
10,100,4,500,0.15,null,3668.7,161.62676139798137
20,100,2,50,0.15,null,4495.15,198.4586291900657
20,100,2,100,0.15,null,4347.5,150.21734254073328
20,100,2,500,0.15,null,4306.05,160.69768977804256
20,100,3,50,0.15,null,4250.65,211.31878170195853
20,100,3,100,0.15,null,4167.45,211.00058649207588
20,100,3,500,0.15,null,4114.3,189.73326013116414
20,100,4,50,0.15,null,4134.85,182.51171880183475
20,100,4,100,0.15,null,4173.6,167.15154800360062
20,100,4,500,0.15,null,4094.1,154.54122427365456
30,100,2,50,0.15,null,4626.5,168.8494891908175
30,100,2,100,0.15,null,4667.35,170.84503943632663
30,100,2,500,0.15,null,4584.75,190.4751624228209
30,100,3,50,0.15,null,4444.05,108.99104320998126
30,100,3,100,0.15,null,4472.3,222.24493245066353
30,100,3,500,0.15,null,4420.95,78.81844644497886
30,100,4,50,0.15,null,4609.25,210.71874026768478
30,100,4,100,0.15,null,4529.45,188.9956282563171
30,100,4,500,0.15,null,4564.85,236.25077248550954
50,100,2,50,0.15,null,4404.3,273.6779311526598
50,100,2,100,0.15,null,4459.05,233.7082529565441
50,100,2,500,0.15,null,4270.7,151.80978229350043
50,100,3,50,0.15,null,4328.25,203.90386828110937
50,100,3,100,0.15,null,4389.15,203.0296222229653
50,100,3,500,0.15,null,4452.8,252.84354846426277
50,100,4,50,0.15,null,4794.3,219.22160021311768
50,100,4,100,0.15,null,4782.4,207.74729841805404
50,100,4,500,0.15,null,4800.05,187.49145980550688
