Pivots,Query Objects, Cluster Level, BTree degree, Range, Max Leaf Objects, Average, Standard Deviation
10,100,2,50,0.15,10,3976.85,122.98385056583649
10,100,2,100,0.15,10,3940.3,130.3449653803322
10,100,2,500,0.15,10,3762.7,123.05653172424452
10,100,2,50,0.15,20,3969.15,151.37413088107226
10,100,2,100,0.15,20,3814.85,106.56466346777435
10,100,2,500,0.15,20,3752.8,153.0753409272702
10,100,2,50,0.15,50,4002.5,145.3456225691025
10,100,2,100,0.15,50,3957.6,58.08390482741325
10,100,2,500,0.15,50,3760.85,110.92442246863402
10,100,2,50,0.15,100,3963.1,111.75191273530847
10,100,2,100,0.15,100,3871.55,127.17880129958766
10,100,2,500,0.15,100,3795.8,133.62058224689787
10,100,2,50,0.15,200,3975.9,142.89678092945272
10,100,2,100,0.15,200,3904.4,129.09314466694195
10,100,2,500,0.15,200,3712.75,138.34698225837815
10,100,2,50,0.15,300,4003.9,135.26340968643368
10,100,2,100,0.15,300,3959.15,62.29307746451446
10,100,2,500,0.15,300,3841.45,206.17722352384126
10,100,2,50,0.15,500,3981.65,123.32002067790938
10,100,2,100,0.15,500,3904.85,144.21798604889753
10,100,2,500,0.15,500,3815.1,155.1392600214401
10,100,3,50,0.15,10,3768.75,131.51915259763499
10,100,3,100,0.15,10,3703.1,137.54086665424208
10,100,3,500,0.15,10,3705.85,148.48544541469377
10,100,3,50,0.15,20,3781.95,144.23400257914219
10,100,3,100,0.15,20,3777.1,157.2974570678115
10,100,3,500,0.15,20,3638.4,150.8805487794898
10,100,3,50,0.15,50,3726.1,178.72545985393353
10,100,3,100,0.15,50,3753.6,162.8991712686102
10,100,3,500,0.15,50,3687.95,114.17332219043116
10,100,3,50,0.15,100,3707.75,133.09052370473265
10,100,3,100,0.15,100,3737.15,155.9625836539008
10,100,3,500,0.15,100,3671.15,143.18703677358505
10,100,3,50,0.15,200,3774.3,111.05498638062137
10,100,3,100,0.15,200,3792.85,116.46942731893208
10,100,3,500,0.15,200,3665.05,123.29820558304975
10,100,3,50,0.15,300,3757.9,124.32212192526316
10,100,3,100,0.15,300,3690.15,136.75023765975692
10,100,3,500,0.15,300,3666.15,134.57907526803712
10,100,3,50,0.15,500,3783.85,139.58054126560765
10,100,3,100,0.15,500,3758.9,148.4923903774197
10,100,3,500,0.15,500,3752.9,118.11430904001428
10,100,4,50,0.15,10,3628.65,140.73353367268228
10,100,4,100,0.15,10,3691.7,159.15938552281483
10,100,4,500,0.15,10,3581.2,194.17919559005284
10,100,4,50,0.15,20,3679.95,137.92297669351544
10,100,4,100,0.15,20,3683.2,144.70231511624132
10,100,4,500,0.15,20,3556.05,144.85112184584557
10,100,4,50,0.15,50,3714.45,137.12748630380418
10,100,4,100,0.15,50,3760.2,153.5768862817579
10,100,4,500,0.15,50,3712.95,141.77322561047978
10,100,4,50,0.15,100,3754.9,231.05343537805277
10,100,4,100,0.15,100,3774.6,126.59320676876781
10,100,4,500,0.15,100,3667.4,151.91820167445374
10,100,4,50,0.15,200,3842.6,199.7494430530408
10,100,4,100,0.15,200,3776.95,104.16884131063377
10,100,4,500,0.15,200,3683.8,136.03587762057478
10,100,4,50,0.15,300,3839.5,142.3729257970068
10,100,4,100,0.15,300,3817.65,151.09476331097648
10,100,4,500,0.15,300,3780.15,117.03515497490487
10,100,4,50,0.15,500,3888.9,47.45829748315883
10,100,4,100,0.15,500,3900.25,83.03726573051404
10,100,4,500,0.15,500,3868.55,91.61030236823804
20,100,2,50,0.15,10,4288.3,142.00038732341542
20,100,2,100,0.15,10,4234.35,171.29252026869125
20,100,2,500,0.15,10,4179.25,199.0052449057562
20,100,2,50,0.15,20,4270.8,187.4893596980906
20,100,2,100,0.15,20,4205.7,184.26098339040743
20,100,2,500,0.15,20,4153.7,184.67487647213954
20,100,2,50,0.15,50,4348.75,255.3583511459925
20,100,2,100,0.15,50,4218.75,164.3909593012949
20,100,2,500,0.15,50,4154.9,141.25611491188621
20,100,2,50,0.15,100,4287,162.6327150360591
20,100,2,100,0.15,100,4261.25,154.13399203290624
20,100,2,500,0.15,100,4092.75,156.69999202297365
20,100,2,50,0.15,200,4331.2,143.65465533702692
20,100,2,100,0.15,200,4208.05,171.70570025482556
20,100,2,500,0.15,200,4176.15,191.59025940793546
20,100,2,50,0.15,300,4300.2,197.3896147217477
20,100,2,100,0.15,300,4226.05,166.0974036521944
20,100,2,500,0.15,300,4142.1,180.24175431902566
20,100,2,50,0.15,500,4270.3,177.21176597506158
20,100,2,100,0.15,500,4191.55,138.76363896929195
20,100,2,500,0.15,500,4123.65,174.942640599712
20,100,3,50,0.15,10,3991.85,175.59079560159182
20,100,3,100,0.15,10,4008.25,186.26268413184644
20,100,3,500,0.15,10,3957.5,196.1587367414462
20,100,3,50,0.15,20,3979.9,155.0460899216746
20,100,3,100,0.15,20,3968.75,165.81974399931994
20,100,3,500,0.15,20,3925.75,144.6052817154339
20,100,3,50,0.15,50,3980.75,158.58463828504955
20,100,3,100,0.15,50,4022.9,164.379104511492
20,100,3,500,0.15,50,3957.95,132.69607190870423
20,100,3,50,0.15,100,4026.4,157.9124440948211
20,100,3,100,0.15,100,4017.3,153.36202267836714
20,100,3,500,0.15,100,3956.75,180.76749569543745
20,100,3,50,0.15,200,4147.05,152.92006899030616
20,100,3,100,0.15,200,4086.55,183.09819087036334
20,100,3,500,0.15,200,4062.8,158.69549458002896
20,100,3,50,0.15,300,4114.7,152.45920765896693
20,100,3,100,0.15,300,4145.65,162.1897885194996
20,100,3,500,0.15,300,4140.5,147.33244720698832
20,100,3,50,0.15,500,4294.6,147.73300240636823
20,100,3,100,0.15,500,4227.1,173.77022184482587
20,100,3,500,0.15,500,4225.55,145.2884974800139
20,100,4,50,0.15,10,4060.85,187.30677376966375
20,100,4,100,0.15,10,4020.45,194.51567417563038
20,100,4,500,0.15,10,3988.8,155.33499283805952
20,100,4,50,0.15,20,4027.65,153.4533398137688
20,100,4,100,0.15,20,4018.35,177.08621487851616
20,100,4,500,0.15,20,3938.55,172.89953007454938
20,100,4,50,0.15,50,4032.15,149.59721755433821
20,100,4,100,0.15,50,3972.75,164.20197166903935
20,100,4,500,0.15,50,4023.6,270.98937248534304
20,100,4,50,0.15,100,4080.25,180.4463562946063
20,100,4,100,0.15,100,4065.15,153.31218966540135
20,100,4,500,0.15,100,3998.8,159.77471639780808
20,100,4,50,0.15,200,4152.2,160.81778508610296
20,100,4,100,0.15,200,4128.8,163.64430940304646
20,100,4,500,0.15,200,4100.75,164.52382046378574
20,100,4,50,0.15,300,4244.9,213.7051473409099
20,100,4,100,0.15,300,4196.3,145.64034468511807
20,100,4,500,0.15,300,4142.05,169.40350498144954
20,100,4,50,0.15,500,4243.75,178.32158450395173
20,100,4,100,0.15,500,4191.5,153.1944842349097
20,100,4,500,0.15,500,4174.95,161.11190986392037
30,100,2,50,0.15,10,4546.35,241.92979870202015
30,100,2,100,0.15,10,4496.05,170.14507780126934
30,100,2,500,0.15,10,4538.7,243.19089209919025
30,100,2,50,0.15,20,4552.35,142.7250065685758
30,100,2,100,0.15,20,4454.6,53.24133732354964
30,100,2,500,0.15,20,4417.85,58.06743924093777
30,100,2,50,0.15,50,4552.9,173.830923601067
30,100,2,100,0.15,50,4532.15,122.00503063398656
30,100,2,500,0.15,50,4428.4,95.4643388915463
30,100,2,50,0.15,100,4548.7,137.38198571865237
30,100,2,100,0.15,100,4472.1,138.83187674305927
30,100,2,500,0.15,100,4465.45,178.7927501326606
30,100,2,50,0.15,200,4579.1,160.26537367753522
30,100,2,100,0.15,200,4448.95,73.15973961134635
30,100,2,500,0.15,200,4394,97.42381639003884
30,100,2,50,0.15,300,4544.2,162.25769627355123
30,100,2,100,0.15,300,4507.85,133.47631812422756
30,100,2,500,0.15,300,4491.05,209.55392504078753
30,100,2,50,0.15,500,4567.25,181.71842916996613
30,100,2,100,0.15,500,4496.3,160.10718284948993
30,100,2,500,0.15,500,4429.05,66.46839474517193
30,100,3,50,0.15,10,4314.25,170.65165542707166
30,100,3,100,0.15,10,4338.4,105.82976896884922
30,100,3,500,0.15,10,4398.7,251.0330854688282
30,100,3,50,0.15,20,4278.6,117.16287808004718
30,100,3,100,0.15,20,4330.45,126.12948703614076
30,100,3,500,0.15,20,4278.15,136.81895884708376
30,100,3,50,0.15,50,4427.3,145.72923522752734
30,100,3,100,0.15,50,4463.6,259.13633477380205
30,100,3,500,0.15,50,4367,170.16521383643604
30,100,3,50,0.15,100,4430.5,66.83823755904999
30,100,3,100,0.15,100,4465.15,76.13886983663468
30,100,3,500,0.15,100,4323.65,97.19684922876873
30,100,3,50,0.15,200,4445.05,149.05618906975988
30,100,3,100,0.15,200,4603.25,178.95331095009112
30,100,3,500,0.15,200,4443.15,162.45192365743165
30,100,3,50,0.15,300,4624.7,171.36630357220173
30,100,3,100,0.15,300,4493.5,152.6622088141004
30,100,3,500,0.15,300,4479.3,175.4693990415423
30,100,3,50,0.15,500,4758.6,171.28379958419885
30,100,3,100,0.15,500,4643.95,201.86863921867607
30,100,3,500,0.15,500,4596.25,185.05536333756987
