#Max Leaf Objects p30cl2bt50 p30cl2bt100 p30cl2bt500 p30cl3bt50 p30cl3bt100 p30cl3bt500 p30cl4bt50 p30cl4bt100 p30cl4bt500
10 3784.1 3787.9 3818.95 3708.5 3631.2 3620.3 3821.45 3862.85 3788.9
20 3787.8 3828.25 3772.05 3686.05 3761.7 3621.25 3875 3801.35 3765.4
50 3843.9 3846.75 3728.95 3752.95 3715.35 3680.45 3763.25 3709.35 3736.8
100 3808.8 3791.55 3830.75 3682.3 3674.75 3670.8 3799.15 3837.15 3777.3
200 3883.5 3758.35 3715.4 3885.75 3780.65 3747.1 3844.75 3878.95 3818.85
300 3852.95 3729.15 3757.95 3858.05 3797.5 3755.35 3860.2 3738.3 3734.75
500 3873.3 3753.45 3733.1 3892.85 3971.6 3945.25 3943.75 4058.65 3933.65
