#Max Leaf Objects p30cl2bt50 p30cl2bt100 p30cl2bt500 p30cl3bt50 p30cl3bt100 p30cl3bt500 p30cl4bt50 p30cl4bt100 p30cl4bt500
10 4177.95 4168.2 4064.25 4099.55 4086.1 3942.2 4130.1 4066.4 4091
20 4122 4161.45 4070.35 4029.75 4095.2 3912.4 4074.45 4078.1 4035.2
50 4250.25 4288.8 4123.65 4212 4100.1 4066.1 4101.2 4182.95 4027
100 4156 4240.3 4117.8 4131.05 4095.15 4025.95 4172.2 4129.3 4111.4
200 4119.85 4197 4104.75 4151.25 4207.5 4057 4259.75 4186.8 4161.15
300 4207.35 4092.05 4149.4 4181.1 4207.4 4111 4237.45 4090.95 4128
500 4177.65 4120.65 4069.45 4269.65 4226.45 4281.3 4350.4 4304.85 4276.1
