#Max Leaf Objects p10cl2bt50 p10cl2bt100 p10cl2bt500 p10cl3bt50 p10cl3bt100 p10cl3bt500 p10cl4bt50 p10cl4bt100 p10cl4bt500
10 3570.95 3427.95 3356.6 3334.9 3272.85 3116 3197.9 3098.7 3090.9
20 3591.05 3505.1 3335 3320.75 3203.95 3143.9 3232.9 3163.45 3136.3
50 3523.85 3557.1 3303.5 3306.3 3273.6 3157.6 3280.8 3258.05 3195.6
100 3578.65 3393 3308.9 3279.8 3260.15 3131.15 3300.95 3243.9 3245.5
200 3644.8 3502.95 3286.4 3312 3187.4 3173.3 3318.1 3283 3286.35
300 3608.75 3401.75 3284.05 3235.95 3250.55 3189.1 3323.25 3366.25 3216.25
500 3566.9 3503.75 3346.1 3304.25 3223 3151.95 3501 3426 3374.15
